gene	uniprot	antigen_catalog	antigen_url	antigen_is_biotinylated	molecular_weight_kda	accession	vendor_range	pdb_id	entity_id	auth_chain	identity	coverage	intersection	u_range	resolution_A	method	release_date	subunit_name
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	1AH1	1	A	0.969	0.772	37-161	37-161		SOLUTION NMR	1998-04-15	CTLA-4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	1H6E	2	P	1.000	0.000	None	197-207	3.60	X-RAY DIFFRACTION	2001-11-28	CYTOTOXIC T-LYMPHOCYTE PROTEIN 4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	1I85	2	C	1.000	0.778	36-161	36-161	3.20	X-RAY DIFFRACTION	2001-04-04	CYTOTOXIC T-LYMPHOCYTE-ASSOCIATED PROTEIN 4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	3BX7	1	C	1.000	0.765	38-161	38-161	2.10	X-RAY DIFFRACTION	2009-01-20	CYTOTOXIC T-LYMPHOCYTE-ASSOCIATED ANTIGEN 4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	3OSK	1	A	0.969	0.778	36-161	36-161	1.80	X-RAY DIFFRACTION	2010-12-08	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	5GGV	3	Y	1.000	0.778	36-161	36-161	2.00	X-RAY DIFFRACTION	2016-11-09	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	5TRU	3	C	1.000	0.728	37-154	37-154	3.00	X-RAY DIFFRACTION	2017-05-10	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	5XJ3	3	C	0.992	0.778	36-161	36-161	3.20	X-RAY DIFFRACTION	2018-04-25	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	6RP8	3	C	1.000	0.728	37-154	37-154	2.60	X-RAY DIFFRACTION	2020-07-08	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	6RQM	2	A	1.000	0.772	37-161	37-161	3.00	X-RAY DIFFRACTION	2020-07-08	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	6XY2	1	A	1.000	0.759	38-160	38-160	3.05	X-RAY DIFFRACTION	2020-12-09	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	7CIO	2	B	1.000	0.000	None	199-206	1.10	X-RAY DIFFRACTION	2020-12-09	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	7DV4	1	A	1.000	0.728	36-153	36-153	2.38	X-RAY DIFFRACTION	2022-01-12	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	7ELX	3	C	1.000	0.778	36-161	36-161	2.14	X-RAY DIFFRACTION	2021-06-30	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	8GAB	2	B	1.000	0.778	36-161	36-161	2.72	X-RAY DIFFRACTION	2024-08-21	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H31H5	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h31h5	False	39.7	NP_005205.2	1-162	8HIT	3	C	1.000	0.741	35-154	35-154	3.20	X-RAY DIFFRACTION	2023-02-01	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	1AH1	1	A	0.969	0.772	37-161	37-161		SOLUTION NMR	1998-04-15	CTLA-4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	1H6E	2	P	1.000	0.000	None	197-207	3.60	X-RAY DIFFRACTION	2001-11-28	CYTOTOXIC T-LYMPHOCYTE PROTEIN 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	1I85	2	C	1.000	0.778	36-161	36-161	3.20	X-RAY DIFFRACTION	2001-04-04	CYTOTOXIC T-LYMPHOCYTE-ASSOCIATED PROTEIN 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	3BX7	1	C	1.000	0.765	38-161	38-161	2.10	X-RAY DIFFRACTION	2009-01-20	CYTOTOXIC T-LYMPHOCYTE-ASSOCIATED ANTIGEN 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	3OSK	1	A	0.969	0.778	36-161	36-161	1.80	X-RAY DIFFRACTION	2010-12-08	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	5GGV	3	Y	1.000	0.778	36-161	36-161	2.00	X-RAY DIFFRACTION	2016-11-09	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	5TRU	3	C	1.000	0.728	37-154	37-154	3.00	X-RAY DIFFRACTION	2017-05-10	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	5XJ3	3	C	0.992	0.778	36-161	36-161	3.20	X-RAY DIFFRACTION	2018-04-25	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	6RP8	3	C	1.000	0.728	37-154	37-154	2.60	X-RAY DIFFRACTION	2020-07-08	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	6RQM	2	A	1.000	0.772	37-161	37-161	3.00	X-RAY DIFFRACTION	2020-07-08	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	6XY2	1	A	1.000	0.759	38-160	38-160	3.05	X-RAY DIFFRACTION	2020-12-09	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	7CIO	2	B	1.000	0.000	None	199-206	1.10	X-RAY DIFFRACTION	2020-12-09	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	7DV4	1	A	1.000	0.728	36-153	36-153	2.38	X-RAY DIFFRACTION	2022-01-12	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	7ELX	3	C	1.000	0.778	36-161	36-161	2.14	X-RAY DIFFRACTION	2021-06-30	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	8GAB	2	B	1.000	0.778	36-161	36-161	2.72	X-RAY DIFFRACTION	2024-08-21	Cytotoxic T-lymphocyte protein 4
CTLA4	P16410	11159-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-ctla-4-11159-h41h-b	True	42.89	NP_005205.2	1-162	8HIT	3	C	1.000	0.741	35-154	35-154	3.20	X-RAY DIFFRACTION	2023-02-01	Cytotoxic T-lymphocyte protein 4
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	2AZ5	1	A	1.000	0.943	86-233	86-233	2.10	X-RAY DIFFRACTION	2005-11-29	Tumor necrosis factor (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) (Cachectin) [Contains: Tumor necrosis factor, membrane form; Tumor necrosis factor, soluble form]
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	3L9J	2	T	1.000	0.949	85-233	85-233	2.10	X-RAY DIFFRACTION	2010-02-23	Tumor necrosis factor, soluble form
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	4G3Y	3	C	1.000	1.000	77-233	77-233	2.60	X-RAY DIFFRACTION	2013-03-27	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	4TWT	1	A	1.000	1.000	77-233	77-233	2.85	X-RAY DIFFRACTION	2015-02-04	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	5M2I	1	A	1.000	1.000	77-233	77-233	2.15	X-RAY DIFFRACTION	2017-08-30	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	5M2J	1	A	1.000	1.000	77-233	77-233	1.90	X-RAY DIFFRACTION	2017-08-30	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	5M2M	1	A	1.000	1.000	77-233	77-233	2.30	X-RAY DIFFRACTION	2017-08-30	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	5MU8	1	A	0.987	1.000	77-233	77-233	3.00	X-RAY DIFFRACTION	2017-03-29	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	5WUX	3	E	1.000	1.000	77-233	77-233	2.90	X-RAY DIFFRACTION	2017-06-07	Tumor necrosis factor alpha
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	6OOY	1	A	1.000	1.000	77-233	77-233	2.50	X-RAY DIFFRACTION	2019-12-25	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	6OOZ	1	A	1.000	1.000	77-233	77-233	2.80	X-RAY DIFFRACTION	2019-12-25	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	6OP0	1	A	0.994	1.000	77-233	77-233	2.55	X-RAY DIFFRACTION	2019-12-25	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	6RMJ	1	A	0.963	1.000	77-233	77-233	2.65	X-RAY DIFFRACTION	2019-10-09	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	6X81	1	A	0.994	1.000	77-233	77-233	2.81	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	6X82	1	A	0.994	1.000	77-233	77-233	2.75	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	6X83	1	A	0.994	1.000	77-233	77-233	2.83	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	6X85	1	A	0.994	1.000	77-233	77-233	2.85	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	6X86	1	A	0.994	1.000	77-233	77-233	2.93	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	7ASY	1	A	1.000	0.000	None	28-60		SOLUTION NMR	2020-12-09	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	7JRA	1	A	0.981	1.000	77-233	77-233	2.10	X-RAY DIFFRACTION	2020-12-09	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	7KP9	1	A	0.994	1.000	77-233	77-233	2.15	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	7KPA	1	A	0.994	1.000	77-233	77-233	2.30	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	7KPB	1	A	0.994	1.000	77-233	77-233	3.00	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	7TA3	2	B	0.994	1.000	77-233	77-233	2.50	X-RAY DIFFRACTION	2022-06-29	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	7TA6	1	A	0.994	1.000	77-233	77-233	2.67	X-RAY DIFFRACTION	2022-06-29	Tumor necrosis factor
TNF	P01375	10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-10602-hnae	False	17.5	NP_000585.2	77-233	8Z8M	1	A	1.000	1.000	77-233	77-233	2.59	X-RAY DIFFRACTION	2024-09-04	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	2AZ5	1	A	1.000	0.943	86-233	86-233	2.10	X-RAY DIFFRACTION	2005-11-29	Tumor necrosis factor (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) (Cachectin) [Contains: Tumor necrosis factor, membrane form; Tumor necrosis factor, soluble form]
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	3L9J	2	T	1.000	0.949	85-233	85-233	2.10	X-RAY DIFFRACTION	2010-02-23	Tumor necrosis factor, soluble form
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	4G3Y	3	C	1.000	1.000	77-233	77-233	2.60	X-RAY DIFFRACTION	2013-03-27	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	4TWT	1	A	1.000	1.000	77-233	77-233	2.85	X-RAY DIFFRACTION	2015-02-04	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	5M2I	1	A	1.000	1.000	77-233	77-233	2.15	X-RAY DIFFRACTION	2017-08-30	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	5M2J	1	A	1.000	1.000	77-233	77-233	1.90	X-RAY DIFFRACTION	2017-08-30	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	5M2M	1	A	1.000	1.000	77-233	77-233	2.30	X-RAY DIFFRACTION	2017-08-30	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	5MU8	1	A	0.987	1.000	77-233	77-233	3.00	X-RAY DIFFRACTION	2017-03-29	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	5WUX	3	E	1.000	1.000	77-233	77-233	2.90	X-RAY DIFFRACTION	2017-06-07	Tumor necrosis factor alpha
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	6OOY	1	A	1.000	1.000	77-233	77-233	2.50	X-RAY DIFFRACTION	2019-12-25	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	6OOZ	1	A	1.000	1.000	77-233	77-233	2.80	X-RAY DIFFRACTION	2019-12-25	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	6OP0	1	A	0.994	1.000	77-233	77-233	2.55	X-RAY DIFFRACTION	2019-12-25	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	6RMJ	1	A	0.963	1.000	77-233	77-233	2.65	X-RAY DIFFRACTION	2019-10-09	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	6X81	1	A	0.994	1.000	77-233	77-233	2.81	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	6X82	1	A	0.994	1.000	77-233	77-233	2.75	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	6X83	1	A	0.994	1.000	77-233	77-233	2.83	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	6X85	1	A	0.994	1.000	77-233	77-233	2.85	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	6X86	1	A	0.994	1.000	77-233	77-233	2.93	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	7ASY	1	A	1.000	0.000	None	28-60		SOLUTION NMR	2020-12-09	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	7JRA	1	A	0.981	1.000	77-233	77-233	2.10	X-RAY DIFFRACTION	2020-12-09	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	7KP9	1	A	0.994	1.000	77-233	77-233	2.15	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	7KPA	1	A	0.994	1.000	77-233	77-233	2.30	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	7KPB	1	A	0.994	1.000	77-233	77-233	3.00	X-RAY DIFFRACTION	2021-01-13	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	7TA3	2	B	0.994	1.000	77-233	77-233	2.50	X-RAY DIFFRACTION	2022-06-29	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	7TA6	1	A	0.994	1.000	77-233	77-233	2.67	X-RAY DIFFRACTION	2022-06-29	Tumor necrosis factor
TNF	P01375	GMP-10602- HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	8Z8M	1	A	1.000	1.000	77-233	77-233	2.59	X-RAY DIFFRACTION	2024-09-04	Tumor necrosis factor
TNF	P01375	GMP-10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	2AZ5	1	A	1.000	0.943	86-233	86-233	2.10	X-RAY DIFFRACTION	2005-11-29	Tumor necrosis factor (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) (Cachectin) [Contains: Tumor necrosis factor, membrane form; Tumor necrosis factor, soluble form]
TNF	P01375	GMP-10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	3L9J	2	T	1.000	0.949	85-233	85-233	2.10	X-RAY DIFFRACTION	2010-02-23	Tumor necrosis factor, soluble form
TNF	P01375	GMP-10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	4G3Y	3	C	1.000	1.000	77-233	77-233	2.60	X-RAY DIFFRACTION	2013-03-27	Tumor necrosis factor
TNF	P01375	GMP-10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	4TWT	1	A	1.000	1.000	77-233	77-233	2.85	X-RAY DIFFRACTION	2015-02-04	Tumor necrosis factor
TNF	P01375	GMP-10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	5M2I	1	A	1.000	1.000	77-233	77-233	2.15	X-RAY DIFFRACTION	2017-08-30	Tumor necrosis factor
TNF	P01375	GMP-10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	5M2J	1	A	1.000	1.000	77-233	77-233	1.90	X-RAY DIFFRACTION	2017-08-30	Tumor necrosis factor
TNF	P01375	GMP-10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	5M2M	1	A	1.000	1.000	77-233	77-233	2.30	X-RAY DIFFRACTION	2017-08-30	Tumor necrosis factor
TNF	P01375	GMP-10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	5MU8	1	A	0.987	1.000	77-233	77-233	3.00	X-RAY DIFFRACTION	2017-03-29	Tumor necrosis factor
TNF	P01375	GMP-10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	5WUX	3	E	1.000	1.000	77-233	77-233	2.90	X-RAY DIFFRACTION	2017-06-07	Tumor necrosis factor alpha
TNF	P01375	GMP-10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	6OOY	1	A	1.000	1.000	77-233	77-233	2.50	X-RAY DIFFRACTION	2019-12-25	Tumor necrosis factor
TNF	P01375	GMP-10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	6OOZ	1	A	1.000	1.000	77-233	77-233	2.80	X-RAY DIFFRACTION	2019-12-25	Tumor necrosis factor
TNF	P01375	GMP-10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	6OP0	1	A	0.994	1.000	77-233	77-233	2.55	X-RAY DIFFRACTION	2019-12-25	Tumor necrosis factor
TNF	P01375	GMP-10602-HNAE	https://www.sinobiological.com/recombinant-proteins/human-tnf-alpha-gmp-10602-hnae	False	17.5	NP_000585.2	77-233	6RMJ	1	A	0.963	1.000	77-233	77-233	2.65	X-RAY DIFFRACTION	2019-10-09	Tumor necrosis factor
